player,EScore,EType,PlayStyle,SessionVariance,RecentActivityRatio,Loyalty,UserValue,EScoreRank
1002842,37.28,Casual,Balance,30.47,0.56,32.25,Medium,877
1002647,37.19,Casual,Balance,28.87,0.50,30.23,Medium,878
1002151,37.14,Casual,Balance,35.35,0.50,22.67,Low,879
1002700,37.10,Casual,Balance,37.97,0.60,49.23,High,880
1002510,37.08,Casual,Balance,24.01,0.60,18.88,Low,881
1002050,37.07,Casual,Balance,61.66,0.67,45.32,High,882
1002607,37.03,Casual,Balance,26.82,0.60,17.57,Low,883
1002175,37.02,Casual,Balance,11.36,0.40,17.95,Low,884
1002864,36.99,Casual,Balance,18.52,0.40,17.36,Low,885
1002736,36.87,Casual,Balance,62.99,0.71,53.14,High,886
1002221,36.86,Casual,Balance,37.86,0.45,30.43,Medium,887
1002599,36.71,Casual,Balance,35.88,0.57,22.56,Low,888
1002645,36.68,Casual,Balance,34.99,0.67,24.85,Low,889
1002018,36.68,Casual,Balance,31.06,0.50,30.31,Medium,890
1002837,36.59,Casual,Balance,26.13,0.50,20.05,Low,891
1002888,36.57,Casual,Balance,20.17,0.60,16.08,Low,892
1002424,36.50,Casual,Balance,38.08,0.50,18.25,Low,893
1002701,36.45,Casual,Balance,35.41,0.50,50.86,High,894
1002580,36.38,Casual,Balance,46.63,0.63,27.64,Low,895
1002375,36.34,Casual,Burst,19.57,0.55,16.75,Low,896
1002055,36.29,Casual,Balance,51.54,0.43,50.50,High,897
1002508,36.28,Casual,Balance,38.02,0.56,27.93,Low,898
1002659,36.14,Casual,Balance,44.66,0.56,30.97,Medium,899
1002880,36.14,Casual,Balance,18.59,0.56,29.70,Medium,899
1002994,36.04,Casual,Balance,25.38,0.44,23.13,Low,901
1002108,36.04,Casual,Balance,25.22,0.50,16.10,Low,902
1002751,36.02,Casual,Balance,42.16,0.50,44.89,High,903
1002366,35.98,Casual,Balance,19.53,0.50,49.06,High,904
1002975,35.90,Casual,Burst,32,0.41,15.87,Low,905
1002239,35.76,Casual,Burst,18.91,0.36,19.29,Low,906
1002638,35.59,Casual,Balance,33.05,0.43,44.27,Medium,907
1002365,35.45,Casual,Balance,36.7,0.63,26.53,Low,908
1002678,35.41,Casual,Balance,19.19,0.50,15.46,Low,909
1002191,35.34,Casual,Balance,86.62,0.60,39.61,Medium,910
1002953,35.26,Casual,Balance,21.41,0.64,18.92,Low,911
1002112,35.10,Casual,Balance,51.88,0.60,47.61,High,912
1002287,35.02,Casual,Balance,38.78,0.60,32.70,Medium,913
1002838,35.01,Casual,Balance,47.98,0.60,22.60,Low,914
1002098,34.97,Casual,Balance,21.08,0.50,20.57,Low,915
1002885,34.80,Casual,Balance,37.84,0.50,23.60,Low,916
1002522,34.80,Casual,Balance,17.16,0.50,18.64,Low,916
1002966,34.79,Casual,Balance,27.23,0.50,31.06,Medium,918
1002276,34.67,Casual,Balance,63.19,0.67,45.41,High,919
1002616,34.56,Casual,Balance,38.55,0.50,54.22,High,920
1002974,34.32,Casual,Balance,53,0.60,45.37,High,921
1002292,34.32,Casual,Balance,45.45,0.50,26.61,Low,921
1002252,34.30,Casual,Balance,40.42,0.50,26.59,Low,923
1002088,34.30,Casual,Burst,21.85,0.55,17.19,Low,923
1002623,34.16,Casual,Balance,42.33,0.50,32.30,Medium,925
1002904,34.05,Casual,Balance,22.68,0.42,25.59,Low,926
1002327,34.03,Casual,Balance,34.56,0.57,31.08,Medium,927
1002154,34.01,Casual,Balance,34.75,0.50,17.47,Low,928
1002973,33.98,Casual,Balance,27.1,0.42,21.01,Low,929
1002989,33.97,Casual,Balance,42.97,0.43,46.90,High,930
1002971,33.94,Casual,Balance,16.78,0.56,16.33,Low,931
1002930,33.94,Casual,Balance,40.85,0.60,41.39,Medium,932
1002537,33.94,Casual,Balance,24.18,0.50,19.87,Low,932
1002617,33.85,Casual,Balance,51.78,0.63,23.68,Low,934
1002813,33.68,Casual,Balance,24.51,0.57,22.20,Low,935
1002456,33.67,Casual,Balance,30.69,0.67,28.48,Low,936
1002805,33.42,Casual,Balance,24.53,0.50,20.48,Low,937
1002296,33.41,Casual,Balance,22.9,0.60,22.63,Low,938
1002354,33.26,Casual,Balance,35.97,0.63,28.00,Low,939
1002704,33.25,Casual,Marathon,65.29,0.50,41.05,Medium,940
1002726,33.10,Casual,Marathon,68.45,0.50,42.88,Medium,941
1002822,33.10,Casual,Marathon,50.04,0.50,43.28,Medium,941
1002942,33.06,Casual,Balance,22.59,0.56,19.75,Low,943
1002583,33.00,Casual,Balance,31.99,0.57,30.89,Medium,944
1002062,32.93,Casual,Balance,26.4,0.50,21.06,Low,945
1002425,32.87,Casual,Balance,32.95,0.67,55.84,High,946
1002998,32.77,Casual,Balance,30.49,0.50,27.38,Low,947
1002224,32.65,Casual,Balance,73,0.50,43.79,Medium,948
1002141,32.56,Casual,Balance,18.96,0.57,30.60,Medium,949
1002506,32.48,Casual,Balance,41.85,0.67,43.74,Medium,950
1002034,32.42,Casual,Balance,44.99,0.60,33.14,Medium,951
1002303,32.36,Casual,Balance,54.64,0.50,28.29,Low,952
1002970,32.20,Casual,Balance,67.82,0.60,39.12,Medium,953
1002515,32.03,Casual,Balance,12.74,0.44,15.17,Low,954
1002765,31.91,Casual,Balance,28.01,0.50,18.91,Low,955
1002965,31.90,Casual,Balance,26.12,0.43,24.83,Low,956
1002532,31.86,Casual,Balance,22.23,0.43,30.19,Medium,957
1002737,31.84,Casual,Balance,37.97,0.60,45.11,High,958
1002963,31.74,Casual,Balance,21.57,0.50,15.68,Low,959
1002281,31.58,Casual,Marathon,58.54,0.75,51.82,High,960
1002959,31.46,Casual,Balance,31.43,0.43,27.56,Low,961
1002251,31.42,Casual,Balance,40.54,0.44,29.58,Medium,962
1002288,31.29,Casual,Balance,30.85,0.57,28.24,Low,963
1002934,31.01,Casual,Balance,47.53,0.57,57.30,High,964
1002981,30.96,Casual,Balance,38.73,0.57,44.78,High,965
1002478,30.93,Casual,Balance,22.07,0.42,19.70,Low,966
1002908,30.88,Casual,Marathon,71.14,0.50,45.61,High,967
1002405,30.84,Casual,Balance,27.84,0.56,21.83,Low,968
1002771,30.75,Casual,Balance,40.78,0.46,24.99,Low,969
1002983,30.68,Casual,Balance,35.21,0.50,30.40,Medium,970
1002686,30.65,Casual,Balance,25.68,0.50,27.83,Low,971
1002240,29.90,Casual,Balance,39.4,0.56,26.01,Low,972
1002690,29.87,Casual,Balance,41.83,0.67,54.20,High,973
1002677,29.68,Casual,Balance,43.6,0.50,31.22,Medium,974
1002723,29.40,Casual,Balance,40.31,0.56,26.29,Low,975
1002157,29.25,Casual,Balance,24.49,0.62,24.08,Low,976
1002414,29.20,Casual,Balance,15.59,0.50,21.92,Low,977
1002999,29.08,Casual,Marathon,63.44,0.50,42.34,Medium,978
1002268,29.07,Casual,Balance,17.98,0.44,14.92,Low,979
1002601,28.96,Casual,Balance,22.94,0.57,52.53,High,980
1002541,28.68,Casual,Balance,41.49,0.50,30.41,Medium,981
1002344,28.58,Casual,Balance,61.59,0.67,53.82,High,982
1002716,28.49,Casual,Balance,35.19,0.55,27.45,Low,983
1002550,28.42,Casual,Balance,16.5,0.50,29.88,Medium,984
1002270,28.27,Casual,Balance,22.99,0.57,18.36,Low,985
1002866,28.05,Casual,Balance,43.66,0.50,28.91,Medium,986
1002336,28.05,Casual,Balance,24.38,0.63,16.31,Low,986
1002919,27.84,Casual,Balance,28.48,0.40,29.23,Medium,988
1002902,27.80,Casual,Balance,37.34,0.71,17.06,Low,989
1002926,27.79,Casual,Balance,20.22,0.57,15.05,Low,990
1002976,27.79,Casual,Balance,45.13,0.71,34.82,Medium,990
1002841,27.36,Casual,Balance,42.99,0.60,56.96,High,992
1002706,26.10,Casual,Marathon,52.24,0.75,59.76,High,993
1002222,25.44,Casual,Balance,22.37,0.45,19.79,Low,994
1002087,25.34,Casual,Balance,41.76,0.60,24.43,Low,995
1002728,25.20,Casual,Balance,43.78,0.60,21.34,Low,996
1002718,24.55,Casual,Balance,31.07,0.50,22.00,Low,997
1002914,24.54,Casual,Balance,36.83,0.43,27.12,Low,998
1002988,24.16,Casual,Balance,55.76,0.40,29.71,Medium,999
1002752,24.05,Casual,Marathon,53.69,0.50,40.19,Medium,1000
1002960,22.10,Casual,Balance,21.31,0.60,30.06,Medium,1001
